"","Taxon","Genus","Hybrid.marker","Species","Abbrev","Infraspecific.rank","Infraspecific","Authority","ID","Plant.Name.Index","TPL.version","Taxonomic.status","Family","New.Genus","New.Hybrid.marker","New.Species","New.Infraspecific.rank","New.Infraspecific","New.Authority","New.ID","New.Taxonomic.status","Typo","WFormat","Higher.level","Date"
"1214","phlox paniculata 'robert poore'","phlox","","paniculata",NA,NA,"poore'","'robert","tro-25800423",FALSE,"1.1","Accepted","Polemoniaceae","Phlox","","paniculata","","","L.","tro-25800423","Accepted",FALSE,FALSE,TRUE,2019-08-12
"1215","laitris, cat mint, cone flower, basil, milk weed","laitris,","","cat",NA,NA,"mint,","cone flower, basil, milk weed","",FALSE,"1.1","","","laitris,","","cat",NA,"mint,","","","",FALSE,FALSE,FALSE,2019-08-12
"1216","echinacea magnus","echinacea","","magnus",NA,NA,"","","",FALSE,"1.1","","","echinacea","","magnus",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1217","echinacea magnus","echinacea","","magnus",NA,NA,"","","",FALSE,"1.1","","","echinacea","","magnus",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1218","liatris  spicata","liatris","","spicata",NA,NA,"","","gcc-21976",TRUE,"1.1","Accepted","Compositae","Liatris","","spicata","","","(L.) Willd.","gcc-21976","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1219","vitex","vitex","",NA,NA,NA,"","","",FALSE,"1.1","","","vitex","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1220","monarda citriodora","monarda","","citriodora",NA,NA,"","","kew-129163",TRUE,"1.1","Accepted","Lamiaceae","Monarda","","citriodora","","","Cerv. ex Lag.","kew-129163","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1221","rudbeckia hirta","rudbeckia","","hirta",NA,NA,"","","gcc-126702",TRUE,"1.1","Accepted","Compositae","Rudbeckia","","hirta","","","L.","gcc-126702","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1222","callirhoe","callirhoe","",NA,NA,NA,"","","",FALSE,"1.1","","","callirhoe","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1223","gallardia pulchella","gallardia","","pulchella",NA,NA,"","","",FALSE,"1.1","","","gallardia","","pulchella",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1224","centaurea americana","centaurea","","americana",NA,NA,"","","gcc-98023",TRUE,"1.1","Synonym","Compositae","Centaurea","","melitensis","","","L.","gcc-105188","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1225","common sunflower","common","","sunflower",NA,NA,"","","",FALSE,"1.1","","","common","","sunflower",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1226","ruellia","ruellia","",NA,NA,NA,"","","",FALSE,"1.1","","","ruellia","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1227","pentas lanceolata","pentas","","lanceolata",NA,NA,"","","kew-149975",TRUE,"1.1","Accepted","Rubiaceae","Pentas","","lanceolata","","","(Forssk.) Deflers","kew-149975","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1228","laitris, cone flower, milk weed","laitris,","","cone",NA,NA,"flower,","milk weed","",FALSE,"1.1","","","laitris,","","cone",NA,"flower,","","","",FALSE,FALSE,FALSE,2019-08-12
"1229","crepe myrtle  lagerstroemia indica","crepe","","myrtle",NA,NA,"lagerstroemia","indica","",FALSE,"1.1","","","crepe","","myrtle",NA,"lagerstroemia","","","",FALSE,FALSE,FALSE,2019-08-12
"1230","crepe myrtle  lagerstroemia indica","crepe","","myrtle",NA,NA,"lagerstroemia","indica","",FALSE,"1.1","","","crepe","","myrtle",NA,"lagerstroemia","","","",FALSE,FALSE,FALSE,2019-08-12
"1231","rudbeciak 'goldsturm' black eyed susan","rudbeciak","","'goldsturm'",NA,NA,"black","eyed susan","",FALSE,"1.1","","","rudbeciak","","'goldsturm'",NA,"black","","","",FALSE,FALSE,FALSE,2019-08-12
"1232","echinacea magnus","echinacea","","magnus",NA,NA,"","","",FALSE,"1.1","","","echinacea","","magnus",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1233","yellow & red coreopsis","yellow","","&",NA,NA,"red","coreopsis","",FALSE,"1.1","","","yellow","","&",NA,"red","","","",FALSE,FALSE,FALSE,2019-08-12
"1234","coreopsis verticillata zagreb","coreopsis","","verticillata",NA,NA,"zagreb","","gcc-78581",FALSE,"1.1","Accepted","Compositae","Coreopsis","","verticillata","","","L.","gcc-78581","Accepted",FALSE,FALSE,TRUE,2019-08-12
"1235","achillea millefolium","achillea","","millefolium",NA,NA,"","","gcc-140712",TRUE,"1.1","Accepted","Compositae","Achillea","","millefolium","","","L.","gcc-140712","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1236","asclepias curassavica","asclepias","","curassavica",NA,NA,"","","kew-2654713",TRUE,"1.1","Accepted","Apocynaceae","Asclepias","","curassavica","","","L.","kew-2654713","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1237","stokesia laevi stoked aster","stokesia","","laevi",NA,NA,"stoked","aster","gcc-121074",FALSE,"1.1","Accepted","Compositae","Stokesia","","laevis","","","(Hill) Greene","gcc-121074","Accepted",TRUE,FALSE,TRUE,2019-08-12
"1238","salvia guaranitica","salvia","","guaranitica",NA,NA,"","","kew-182769",TRUE,"1.1","Synonym","Lamiaceae","Salvia","","coerulea","","","Benth.","kew-182389","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1239","calaminthe nepta ssp. . nepta","calaminthe","","nepta",NA,"ssp.","nepta",".","",FALSE,"1.1","","","calaminthe","","nepta","ssp.","nepta","","","",FALSE,FALSE,FALSE,2019-08-12
"1240","asclepias tuberosa","asclepias","","tuberosa",NA,NA,"","","kew-2655244",TRUE,"1.1","Accepted","Apocynaceae","Asclepias","","tuberosa","","","L.","kew-2655244","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1241","hibiscus malvales","hibiscus","","malvales",NA,NA,"","","",FALSE,"1.1","","","hibiscus","","malvales",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1242","lantana camara","lantana","","camara",NA,NA,"","","kew-107934",TRUE,"1.1","Accepted","Verbenaceae","Lantana","","camara","","","L.","kew-107934","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1243","helianthus annulus l.","helianthus","","annulus",NA,NA,"l.","","gcc-54831",TRUE,"1.1","Synonym","Compositae","Helianthus","","petiolaris","","","Nutt.","gcc-112435","Accepted",TRUE,FALSE,FALSE,2019-08-12
"1244","vitex agnus-castus","vitex","","agnus-castus",NA,NA,"","","kew-213297",TRUE,"1.1","Accepted","Lamiaceae","Vitex","","agnus-castus","","","L.","kew-213297","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1245","salvia farinacea","salvia","","farinacea",NA,NA,"","","kew-182630",TRUE,"1.1","Accepted","Lamiaceae","Salvia","","farinacea","","","Benth.","kew-182630","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1246","salvia henry duelberg","salvia","","henry",NA,NA,"duelberg","","kew-182802",FALSE,"1.1","Accepted","Lamiaceae","Salvia","","henryi","","","A.Gray","kew-182802","Accepted",TRUE,FALSE,TRUE,2019-08-12
"1247","wood sorrel","wood","","sorrel",NA,NA,"","","",FALSE,"1.1","","","wood","","sorrel",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1248","phlox paniculata","phlox","","paniculata",NA,NA,"","","tro-25800423",TRUE,"1.1","Accepted","Polemoniaceae","Phlox","","paniculata","","","L.","tro-25800423","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1249","plumbago auriculata","plumbago","","auriculata",NA,NA,"","","kew-2570524",TRUE,"1.1","Accepted","Plumbaginaceae","Plumbago","","auriculata","","","Lam.","kew-2570524","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1250","salvia farinacea","salvia","","farinacea",NA,NA,"","","kew-182630",TRUE,"1.1","Accepted","Lamiaceae","Salvia","","farinacea","","","Benth.","kew-182630","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1251","verbena bonariensis","verbena","","bonariensis",NA,NA,"","","kew-212118",TRUE,"1.1","Accepted","Verbenaceae","Verbena","","bonariensis","","","L.","kew-212118","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1252","echinacea purpurea","echinacea","","purpurea",NA,NA,"","","gcc-135149",TRUE,"1.1","Accepted","Compositae","Echinacea","","purpurea","","","(L.) Moench","gcc-135149","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1253","cosmos sulphureus","cosmos","","sulphureus",NA,NA,"","","gcc-129696",TRUE,"1.1","Accepted","Compositae","Cosmos","","sulphureus","","","Cav.","gcc-129696","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1254","asclepias curassivica","asclepias","","curassivica",NA,NA,"","","kew-2654713",TRUE,"1.1","Accepted","Apocynaceae","Asclepias","","curassavica","","","L.","kew-2654713","Accepted",TRUE,FALSE,FALSE,2019-08-12
"1255","salvia coccinea","salvia","","coccinea",NA,NA,"","","kew-182380",TRUE,"1.1","Accepted","Lamiaceae","Salvia","","coccinea","","","Buc'hoz ex Etl.","kew-182380","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1256","callicarpa americana","callicarpa","","americana",NA,NA,"","","kew-30660",TRUE,"1.1","Accepted","Lamiaceae","Callicarpa","","americana","","","L.","kew-30660","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1257","antigonon leptopus","antigonon","","leptopus",NA,NA,"","","kew-2642295",TRUE,"1.1","Accepted","Polygonaceae","Antigonon","","leptopus","","","Hook. & Arn.","kew-2642295","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1258","rosa","rosa","",NA,NA,NA,"","","",FALSE,"1.1","","","rosa","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1259","gomphrena globosa","gomphrena","","globosa",NA,NA,"","","kew-2829209",TRUE,"1.1","Accepted","Amaranthaceae","Gomphrena","","globosa","","","L.","kew-2829209","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1260","monarda dyma l.","monarda","","dyma",NA,NA,"l.","","kew-129179",TRUE,"1.1","Synonym","Lamiaceae","Monarda","","didyma","","","L.","kew-129178","Accepted",TRUE,FALSE,FALSE,2019-08-12
"1261","coreopsis verticillata zagreb","coreopsis","","verticillata",NA,NA,"zagreb","","gcc-78581",FALSE,"1.1","Accepted","Compositae","Coreopsis","","verticillata","","","L.","gcc-78581","Accepted",FALSE,FALSE,TRUE,2019-08-12
"1262","echinacea magnus","echinacea","","magnus",NA,NA,"","","",FALSE,"1.1","","","echinacea","","magnus",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1263","yellow & red coreopsis","yellow","","&",NA,NA,"red","coreopsis","",FALSE,"1.1","","","yellow","","&",NA,"red","","","",FALSE,FALSE,FALSE,2019-08-12
"1264","pentas lanceolata","pentas","","lanceolata",NA,NA,"","","kew-149975",TRUE,"1.1","Accepted","Rubiaceae","Pentas","","lanceolata","","","(Forssk.) Deflers","kew-149975","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1265","salvia x sylvestris 'may night' .","salvia","×","sylvestris",NA,NA,"night'",".","kew-183961",FALSE,"1.1","Accepted","Lamiaceae","Salvia","×","sylvestris","","","L.","kew-183961","Accepted",FALSE,FALSE,TRUE,2019-08-12
"1266","achillea millefolium","achillea","","millefolium",NA,NA,"","","gcc-140712",TRUE,"1.1","Accepted","Compositae","Achillea","","millefolium","","","L.","gcc-140712","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1267","sorghum bicolor","sorghum","","bicolor",NA,NA,"","","kew-443283",TRUE,"1.1","Accepted","Poaceae","Sorghum","","bicolor","","","(L.) Moench","kew-443283","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1268","echinacea magnus","echinacea","","magnus",NA,NA,"","","",FALSE,"1.1","","","echinacea","","magnus",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1269","rudbeciak 'goldsturm' black eyed susan","rudbeciak","","'goldsturm'",NA,NA,"black","eyed susan","",FALSE,"1.1","","","rudbeciak","","'goldsturm'",NA,"black","","","",FALSE,FALSE,FALSE,2019-08-12
"1270","phlox paniculata","phlox","","paniculata",NA,NA,"","","tro-25800423",TRUE,"1.1","Accepted","Polemoniaceae","Phlox","","paniculata","","","L.","tro-25800423","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1271","asclepisas incarnata,  swamp milkweed,","asclepisas","","incarnata,",NA,NA,"swamp","milkweed,","",FALSE,"1.1","","","asclepisas","","incarnata,",NA,"swamp","","","",FALSE,FALSE,FALSE,2019-08-12
"1272","eupatorium greggii","eupatorium","","greggii",NA,NA,"","","gcc-100580",TRUE,"1.1","Synonym","Compositae","Conoclinium","","greggii","","","(A.Gray) Small","gcc-114425","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1273","lantana x hybrida","lantana","×","hybrida",NA,NA,"","","kew-108088",TRUE,"1.1","Synonym","Verbenaceae","Lantana","×","flava","","","Medik.","kew-108033","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1274","pavonia lasiopetala","pavonia","","lasiopetala",NA,NA,"","","tro-19601063",TRUE,"1.1","Accepted","Malvaceae","Pavonia","","lasiopetala","","","Scheele","tro-19601063","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1275","curcurbita pepo","curcurbita","","pepo",NA,NA,"","","",FALSE,"1.1","","","curcurbita","","pepo",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1276","anisacanthus quadrifidus","anisacanthus","","quadrifidus",NA,NA,"","","kew-2640117",TRUE,"1.1","Accepted","Acanthaceae","Anisacanthus","","quadrifidus","","","(Vahl) Nees","kew-2640117","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1277","lantana x hibrid","lantana","×","hibrid",NA,NA,"","","kew-108088",TRUE,"1.1","Synonym","Verbenaceae","Lantana","×","flava","","","Medik.","kew-108033","Accepted",TRUE,FALSE,FALSE,2019-08-12
"1278","salvia","salvia","",NA,NA,NA,"","","",FALSE,"1.1","","","salvia","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1279","eupatorium greggii","eupatorium","","greggii",NA,NA,"","","gcc-100580",TRUE,"1.1","Synonym","Compositae","Conoclinium","","greggii","","","(A.Gray) Small","gcc-114425","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1280","petunia","petunia","",NA,NA,NA,"","","",FALSE,"1.1","","","petunia","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1281","zinnia","zinnia","",NA,NA,NA,"","","",FALSE,"1.1","","","zinnia","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1282","lantana","lantana","",NA,NA,NA,"","","",FALSE,"1.1","","","lantana","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1283","lantana","lantana","",NA,NA,NA,"","","",FALSE,"1.1","","","lantana","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1284","oleander","oleander","",NA,NA,NA,"","","",FALSE,"1.1","","","oleander","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1285","gladiola, cat mint, veronica, amaranth, rose moss","gladiola,","","cat",NA,NA,"mint,","veronica, amaranth, rose moss","",FALSE,"1.1","","","gladiola,","","cat",NA,"mint,","","","",FALSE,FALSE,FALSE,2019-08-12
"1286","salvia greggii","salvia","","greggii",NA,NA,"","","kew-182763",TRUE,"1.1","Accepted","Lamiaceae","Salvia","","greggii","","","A.Gray","kew-182763","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1287","lantana montevidensis","lantana","","montevidensis",NA,NA,"","","kew-108181",TRUE,"1.1","Accepted","Verbenaceae","Lantana","","montevidensis","","","(Spreng.) Briq.","kew-108181","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1288","pavona lasiopetala","pavona","","lasiopetala",NA,NA,"","","",FALSE,"1.1","","","pavona","","lasiopetala",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1289","rosmarinus prostratus","rosmarinus","","prostratus",NA,NA,"","","kew-179881",TRUE,"1.1","Synonym","Lamiaceae","Rosmarinus","","officinalis","","","L.","kew-179873","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1290","liriope muscari","liriope","","muscari",NA,NA,"","","kew-280317",TRUE,"1.1","Accepted","Asparagaceae","Liriope","","muscari","","","(Decne.) L.H.Bailey","kew-280317","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1291","hibiscus syriacus","hibiscus","","syriacus",NA,NA,"","","kew-2850597",TRUE,"1.1","Accepted","Malvaceae","Hibiscus","","syriacus","","","L.","kew-2850597","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1292","leucophyllium frutescens","leucophyllium","","frutescens",NA,NA,"","","",FALSE,"1.1","","","leucophyllium","","frutescens",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1293","guara lindheimeri","guara","","lindheimeri",NA,NA,"","","",FALSE,"1.1","","","guara","","lindheimeri",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1294","wild monarda / bee balm","wild","","monarda",NA,NA,"bee","balm","",FALSE,"1.1","","","wild","","monarda",NA,"bee","","","",FALSE,FALSE,FALSE,2019-08-12
"1295","echinacea coneflower purple exjina","echinacea","","coneflower",NA,NA,"purple","exjina","",FALSE,"1.1","","","echinacea","","coneflower",NA,"purple","","","",FALSE,FALSE,FALSE,2019-08-12
"1296","hesperaloe parviflora","hesperaloe","","parviflora",NA,NA,"","","kew-277924",TRUE,"1.1","Accepted","Asparagaceae","Hesperaloe","","parviflora","","","(Torr.) J.M.Coult.","kew-277924","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1297","cucumis sativus","cucumis","","sativus",NA,NA,"","","kew-2747062",TRUE,"1.1","Accepted","Cucurbitaceae","Cucumis","","sativus","","","L.","kew-2747062","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1298","cucumis melo","cucumis","","melo",NA,NA,"","","kew-2746992",TRUE,"1.1","Accepted","Cucurbitaceae","Cucumis","","melo","","","L.","kew-2746992","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1299","wandering jew purple heart","wandering","","jew",NA,NA,"purple","heart","",FALSE,"1.1","","","wandering","","jew",NA,"purple","","","",FALSE,FALSE,FALSE,2019-08-12
"1300","stachytarpheta frantzil","stachytarpheta","","frantzil",NA,NA,"","","kew-195871",TRUE,"1.1","Accepted","Verbenaceae","Stachytarpheta","","frantzii","","","Pol.","kew-195871","Accepted",TRUE,FALSE,FALSE,2019-08-12
"1301","origanum vulgare","origanum","","vulgare",NA,NA,"","","kew-143954",TRUE,"1.1","Accepted","Lamiaceae","Origanum","","vulgare","","","L.","kew-143954","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1302","verbesina encelioides","verbesina","","encelioides",NA,NA,"","","gcc-142456",TRUE,"1.1","Accepted","Compositae","Verbesina","","encelioides","","","(Cav.) Benth. & Hook.f. ex A.Gray","gcc-142456","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1303","great coneflower","great","","coneflower",NA,NA,"","","",FALSE,"1.1","","","great","","coneflower",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1304","phlox","phlox","",NA,NA,NA,"","","",FALSE,"1.1","","","phlox","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1305","hyssop","hyssop","",NA,NA,NA,"","","",FALSE,"1.1","","","hyssop","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1306","monarda","monarda","",NA,NA,NA,"","","",FALSE,"1.1","","","monarda","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1307","hibiscus mutabilis","hibiscus","","mutabilis",NA,NA,"","","kew-2850227",TRUE,"1.1","Accepted","Malvaceae","Hibiscus","","mutabilis","","","L.","kew-2850227","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1308","asclepius tuberosa","asclepius","","tuberosa",NA,NA,"","","",FALSE,"1.1","","","asclepius","","tuberosa",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1309","hibiscus malvales","hibiscus","","malvales",NA,NA,"","","",FALSE,"1.1","","","hibiscus","","malvales",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1310","lantana camara","lantana","","camara",NA,NA,"","","kew-107934",TRUE,"1.1","Accepted","Verbenaceae","Lantana","","camara","","","L.","kew-107934","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1311","turk’s cap","turk’s","","cap",NA,NA,"","","",FALSE,"1.1","","","turk’s","","cap",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1312","hybrid lantana","hybrid","","lantana",NA,NA,"","","",FALSE,"1.1","","","hybrid","","lantana",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1313","salvia","salvia","",NA,NA,NA,"","","",FALSE,"1.1","","","salvia","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1314","rock rose","rock","","rose",NA,NA,"","","",FALSE,"1.1","","","rock","","rose",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1315","mexican bush sage","mexican","","bush",NA,NA,"sage","","",FALSE,"1.1","","","mexican","","bush",NA,"sage","","","",FALSE,FALSE,FALSE,2019-08-12
"1316","vitex","vitex","",NA,NA,NA,"","","",FALSE,"1.1","","","vitex","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1317","vitex","vitex","",NA,NA,NA,"","","",FALSE,"1.1","","","vitex","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1318","salvia","salvia","",NA,NA,NA,"","","",FALSE,"1.1","","","salvia","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1319","trifolium repens","trifolium","","repens",NA,NA,"","","ild-8135",TRUE,"1.1","Accepted","Leguminosae","Trifolium","","repens","","","L.","ild-8135","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1320","fagopyrum esculentum","fagopyrum","","esculentum",NA,NA,"","","kew-2807310",TRUE,"1.1","Accepted","Polygonaceae","Fagopyrum","","esculentum","","","Moench","kew-2807310","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1321","portulaca","portulaca","",NA,NA,NA,"","","",FALSE,"1.1","","","portulaca","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1322","rosmarinas officinalis var. prostratus","rosmarinas","","officinalis",NA,"var.","prostratus","","",FALSE,"1.1","","","rosmarinas","","officinalis","var.","prostratus","","","",FALSE,FALSE,FALSE,2019-08-12
"1323","salvia greggi","salvia","","greggi",NA,NA,"","","kew-182763",TRUE,"1.1","Accepted","Lamiaceae","Salvia","","greggii","","","A.Gray","kew-182763","Accepted",TRUE,FALSE,FALSE,2019-08-12
"1324","salvis balsalmisp","salvis","","balsalmisp",NA,NA,"","","",FALSE,"1.1","","","salvis","","balsalmisp",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1325","lantana urticoides","lantana","","urticoides",NA,NA,"","","kew-108340",TRUE,"1.1","Accepted","Verbenaceae","Lantana","","urticoides","","","Hayek","kew-108340","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1326","portulaca","portulaca","",NA,NA,NA,"","","",FALSE,"1.1","","","portulaca","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1327","rosmarinas officinalis var. prostratus","rosmarinas","","officinalis",NA,"var.","prostratus","","",FALSE,"1.1","","","rosmarinas","","officinalis","var.","prostratus","","","",FALSE,FALSE,FALSE,2019-08-12
"1328","salvia greggi","salvia","","greggi",NA,NA,"","","kew-182763",TRUE,"1.1","Accepted","Lamiaceae","Salvia","","greggii","","","A.Gray","kew-182763","Accepted",TRUE,FALSE,FALSE,2019-08-12
"1329","salvia balsalmisp","salvia","","balsalmisp",NA,NA,"","","",FALSE,"1.1","","","salvia","","balsalmisp",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1330","lonicera sempervirens","lonicera","","sempervirens",NA,NA,"","","tro-6000257",TRUE,"1.1","Accepted","Caprifoliaceae","Lonicera","","sempervirens","","","L.","tro-6000257","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1331","lantana urticoides","lantana","","urticoides",NA,NA,"","","kew-108340",TRUE,"1.1","Accepted","Verbenaceae","Lantana","","urticoides","","","Hayek","kew-108340","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1332","rosmarinas officinalis var. prostratus","rosmarinas","","officinalis",NA,"var.","prostratus","","",FALSE,"1.1","","","rosmarinas","","officinalis","var.","prostratus","","","",FALSE,FALSE,FALSE,2019-08-12
"1333","salvia greggi","salvia","","greggi",NA,NA,"","","kew-182763",TRUE,"1.1","Accepted","Lamiaceae","Salvia","","greggii","","","A.Gray","kew-182763","Accepted",TRUE,FALSE,FALSE,2019-08-12
"1334","salvia balsalmisp","salvia","","balsalmisp",NA,NA,"","","",FALSE,"1.1","","","salvia","","balsalmisp",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1335","rosmarinas officinalis var. prostratus","rosmarinas","","officinalis",NA,"var.","prostratus","","",FALSE,"1.1","","","rosmarinas","","officinalis","var.","prostratus","","","",FALSE,FALSE,FALSE,2019-08-12
"1336","salvia greggi","salvia","","greggi",NA,NA,"","","kew-182763",TRUE,"1.1","Accepted","Lamiaceae","Salvia","","greggii","","","A.Gray","kew-182763","Accepted",TRUE,FALSE,FALSE,2019-08-12
"1337","lantana urticoides","lantana","","urticoides",NA,NA,"","","kew-108340",TRUE,"1.1","Accepted","Verbenaceae","Lantana","","urticoides","","","Hayek","kew-108340","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1338","fennel","fennel","",NA,NA,NA,"","","",FALSE,"1.1","","","fennel","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"1339","rattle snake master","rattle","","snake",NA,NA,"master","","",FALSE,"1.1","","","rattle","","snake",NA,"master","","","",FALSE,FALSE,FALSE,2019-08-12
"1340","coreopsis verticillata zagreb","coreopsis","","verticillata",NA,NA,"zagreb","","gcc-78581",FALSE,"1.1","Accepted","Compositae","Coreopsis","","verticillata","","","L.","gcc-78581","Accepted",FALSE,FALSE,TRUE,2019-08-12
"1341","calaminthe nepeta ssp. nepeta","calaminthe","","nepeta",NA,"ssp.","nepeta","","",FALSE,"1.1","","","calaminthe","","nepeta","ssp.","nepeta","","","",FALSE,FALSE,FALSE,2019-08-12
"1342","stokesia laevi stoked aster","stokesia","","laevi",NA,NA,"stoked","aster","gcc-121074",FALSE,"1.1","Accepted","Compositae","Stokesia","","laevis","","","(Hill) Greene","gcc-121074","Accepted",TRUE,FALSE,TRUE,2019-08-12
"1343","rudbeciak 'goldsturm' black eyed susan","rudbeciak","","'goldsturm'",NA,NA,"black","eyed susan","",FALSE,"1.1","","","rudbeciak","","'goldsturm'",NA,"black","","","",FALSE,FALSE,FALSE,2019-08-12
"1344","liatris  spicata","liatris","","spicata",NA,NA,"","","gcc-21976",TRUE,"1.1","Accepted","Compositae","Liatris","","spicata","","","(L.) Willd.","gcc-21976","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1345","phlox paniculata 'robert poore","phlox","","paniculata",NA,NA,"poore","'robert","tro-25800423",FALSE,"1.1","Accepted","Polemoniaceae","Phlox","","paniculata","","","L.","tro-25800423","Accepted",FALSE,FALSE,TRUE,2019-08-12
"1346","perovskia atriplicifolia","perovskia","","atriplicifolia",NA,NA,"","","kew-150582",TRUE,"1.1","Accepted","Lamiaceae","Perovskia","","atriplicifolia","","","Benth.","kew-150582","Accepted",FALSE,FALSE,FALSE,2019-08-12
"1347","calaminthe nepta ssp nepta","calaminthe","","nepta",NA,"ssp","nepta","","",FALSE,"1.1","","","calaminthe","","nepta","ssp","nepta","","","",FALSE,FALSE,FALSE,2019-08-12
